key_id,key,english,zh-CN,translation
230911112336957440,side objective_mission_nest purge,<sprite=23 color=#AD0D00> <style=ObjectiveRed>Nests</style> destroyed,<sprite=23 color=#AD0D00> <style=ObjectiveRed>巢穴</style>已摧毁,<sprite=23 color=#AD0D00> <style=ObjectiveRed>둥지</style> 파괴
230911112336957441,side objective_mission_towers,<sprite=24 color=#008EAD> <style=ObjectiveBlue>Radio Towers</style> reactivated,<sprite=24 color=#008EAD> <style=ObjectiveBlue>广播塔</style>已修复,<sprite=24 color=#008EAD> <style=ObjectiveBlue>송신탑</style> 재가동
230911112336957442,side objective_mission_towers_score,Radio Towers reactivated,已重新激活广播塔,송신탑 재가동
230911112336957443,side objective_mission_nest purge_score,Nests destroyed,已摧毁巢穴,둥지 파괴
230938622992171008,wiki_mutant_growth,Growth Mutants,喷发式变异体,성장형 변이체
230938622992171009,wiki_mutant_common,Common Mutants,普通变异体,일반 변이체
230938622992171010,wiki_mutant_special,Special Mutants,特殊变异体,특수 변이체
230938622992171011,wiki_mutant_elite,Elite Mutants,精英变异体,정예 변이체
230938622992171012,wiki_mutant_boss,Boss Mutants,首领变异体,보스 변이체
231971658638671872,locked_in_demo,Unavailable in playtest,游戏测试中不可用,플레이테스트에서 사용 불가
231988658488328192,title_corruption,Corruption,腐败之地,오염 지대
231988658488328193,description_corruption,Nasty purple patches of corruption and decay found everywhere. Mutants’ main habitat. Slows the player.,到处都是肮脏的紫色腐败斑块。这里是变异体的主要栖息地。减慢玩家的速度。,어디서나 발견되는 악취 나는 보라색 오염 지대. 변이체의 주요 서식지. 플레이어를 둔화.
232051932263931904,side objective_mission_cleanenergy,<sprite=29 color=#008EAD> <style=ObjectiveBlue>Solar Panels</style> cleaned,<sprite=29 color=#008EAD> <style=ObjectiveBlue>太阳能板</style>已清理,<sprite=29 color=#008EAD> <style=ObjectiveBlue>태양광 패널</style> 청소
232051932301680640,side objective_mission_cleanenergy_score,Solar Panels cleaned,已清理太阳能板,태양광 패널 청소
232051932301680641,name_side objective_mission_cleanenergy,Clean Energy,清洁能源,클린 에너지
232051932301680642,description_side objective_mission_cleanenergy,"<size=1.5em><b>{1}</b></size>

The perimeter beacon grid is offline - solar panels are likely covered by gunk. No signal means no early warning.

<b>Objective:</b> 
Clean the <nobr><sprite=29 color=#008EAD> <style=ObjectiveBlue>Panels</style></nobr> to restore power.","<size=1.5em><b>{1}</b></size>

周边的信标电网处于离线状态——太阳能板可能被粘稠物覆盖住了。没有信号就意味着没有预警。

<b>目标：</b>
清理<nobr><sprite=29 color=#008EAD><style=ObjectiveBlue>太阳能板</style></nobr>以恢复电力。","<size=1.5em><b>{1}</b></size>

경계 비컨 그리드가 오프라인이다—태양광 패널이 점액으로 덮인 것 같다. 신호가 없으면 조기 경보도 없다.

<b>목표:</b>
<nobr><sprite=29 color=#008EAD><style=ObjectiveBlue>패널</style></nobr>을 청소하여 전력을 복구하라."
232051932301680643,demo_screen_invite,Invite STEAM friends to the playtest!,邀请STEAM好友参加试玩测试吧！,STEAM 친구를 플레이테스트에 초대하세요!
232402436676444160,side objective_mission_beerrun,<sprite=20 color=#008EAD> <style=ObjectiveBlue>Beer Crate</style> recovered,<sprite=20 color=#008EAD> <style=ObjectiveBlue>啤酒箱</style>已找回,<sprite=20 color=#008EAD> <style=ObjectiveBlue>맥주 상자</style> 회수
232402436709998592,name_side objective_mission_beerrun,Beer Run,勇闯末日,맥주 사부림
232402436709998593,description_side objective_mission_beerrun,"<size=1.5em><b>{1}</b></size>

“Brewmaster Rollo” lives in a cabin in the forest, trading beer for weird stuff. We want his seasonal batch: ‘Hopocalypse Red'

<b>Objective:</b> 
Get in, barter, and get to the truck with the <nobr><sprite=20 color=#008EAD> <style=ObjectiveBlue>beer crate</style></nobr> intact.","<size=1.5em><b>{1}</b></size>

“酿酒大师罗洛”住在森林里的一间小屋里，他用啤酒交换一些奇怪的东西。我们想要他的当季产品：“红花-勇闯末日”

<b>目标：</b>
进屋子里，以物易物，然后带着完好的<nobr><sprite=20 color=#008EAD><style=ObjectiveBlue>啤酒箱</style></nobr>回到卡车那里。","<size=1.5em><b>{1}</b></size>

""양조장인 롤로""가 숲속 오두막에서 맥주를 이상한 것들과 교환하며 살고 있다. 우리는 그의 계절 한정 맥주 '홉파칼립스 레드'를 원한다.

<b>목표:</b>
들어가서 물물교환하고, <nobr><sprite=20 color=#008EAD><style=ObjectiveBlue>맥주 상자</style></nobr>를 온전히 트럭까지 가져와라."
232402436709998594,interaction_pickup_beercrate,"Beer Crate
Pick up","拾取
啤酒箱","맥주 상자
줍기"
232679664958103552,name_boss objective_mission_biggame,Big Game,大餐前菜,빅 게임
232679664991657984,description_boss objective_mission_biggame,"<size=1.5em><b>{1}</b></size>

One of the larger mutants has been spotted nearby. The elders say mutant ribs taste like “venison with rage.” 

<b>Objective:</b> 
Hunt down the <nobr><sprite=27 color=#9a5b7b> <style=Enemy>Momma Wartusk</style></nobr> and bring back proof - meat or tusks.","<size=1.5em><b>{1}</b></size>

附近发现了一个较大的变异体。老人们说，变异体的排骨尝起来像“浓味的鹿肉”。 

<b>目标：</b> 
猎杀<nobr><sprite=27 color=#9a5b7b> <style=Enemy>战牙怪老母</style></nobr>，然后带回来击杀证明——肉块或战牙均可。","<size=1.5em><b>{1}</b></size>

근처에서 대형 변이체가 목격되었다. 원로들은 변이체 갈비살이 '분노에 절인 사슴 고기'라고 한다. 

<b>목표:</b> 
<nobr><sprite=27 color=#9a5b7b> <style=Enemy>마마 워터스크</style></nobr>를 사냥하고 증거를 가져와라—고기든 엄니든."
232685931739013120,title_boss objective_mission_biggame,Boss,首领,보스
232697428189233152,shop_free,Free,免费,무료
235257221855371264,side objective_mission_cropprotection,<sprite=31 color=#008EAD> <style=ObjectiveBlue>Tobacco Fields</style> harvested,<sprite=31 color=#008EAD> <style=ObjectiveBlue>烟草田</style>已收割,<sprite=31 color=#008EAD> <style=ObjectiveBlue>담배밭</style> 수확
235257975987036160,name_side objective_mission_cropprotection,Crop Protection,保卫收成,수확 작전
235257975987036161,description_side objective_mission_cropprotection,"<size=1.5em><b>{1}</b></size>

The tobacco fields are the closest thing to hope this side of the wastes, and our experiments with fertilizing with Primate have wildly exceeded expectations.
Your job: run through the fields like angry wind chimes and smack anything that squawks, slithers, or scuttles.

<b>Objective:</b> 
Clear the <nobr><sprite=31 color=#008EAD> <style=ObjectiveBlue>Fields</style></nobr> and help harvest.","<size=1.5em><b>{1}</b></size>

烟草田是这片荒原上最勃勃生机，万物竞发的土地，我们用灵长类动物饮料进行施肥的实验效果远远超出了预期。
你的任务：像蛮牛一样穿过田野，干掉任何乱窜乱叫的东西。

<b>目标：</b>
清理<nobr><sprite=31 color=#008EAD><style=ObjectiveBlue>田地</style></nobr>，帮助居民进行收割。","<size=1.5em><b>{1}</b></size>

담배밭은 이 황무지에서 가장 희망적인 장소이며, 프라이메이트 음료로 비료 실험을 한 결과가 기대를 훨씬 뛰어넘었다.
임무: 성난 풍경처럼 들판을 휘저으며 꽥꽥대고, 기어다니고, 달려드는 모든 것을 패라.

<b>목표:</b>
<nobr><sprite=31 color=#008EAD><style=ObjectiveBlue>밭</style></nobr>을 정리하고 수확을 도와라."
235325519204769792,level theme_urban,Urban,城镇,도시
235357227498455040,interaction_pickup_sentrygun,"Sentry Gun
Pick up","拾取
哨戒炮","경비 포탑
줍기"
235583636376502272,voice_volume,Voiceline Volume,语音音量,음성 볼륨
235637391331540992,wiki_stat_used,Times used,已消耗时间,사용 횟수
235695640033157120,side objective_mission_tpemergency,<sprite=30 color=#008EAD> <style=ObjectiveBlue>Toilet Paper</style> collected,<sprite=30 color=#008EAD> <style=ObjectiveBlue>厕纸</style>已收集,<sprite=30 color=#008EAD> <style=ObjectiveBlue>화장지</style> 수집
235695640062517248,name_side objective_mission_tpemergency,TP Emergency,村头厕所没纸,화장지 긴급 사태
235695640062517249,description_side objective_mission_tpemergency,"<size=1.5em><b>{1}</b></size>

It’s not glamorous, but morale depends on dignity. A warehouse near the city center may still have rolls.

<b>Objective:</b> 
Find the <nobr><sprite=30 color=#008EAD> <style=ObjectiveBlue> Rolls</style></nobr>. Don’t ask how we’re tracking inventory.","<size=1.5em><b>{1}</b></size>

有句话粗，但理可不粗，人越整洁尊贵，士气就越高。市中心附近的仓库可能还有厕纸。

<b>目标：</b>
找到<nobr><sprite=30 color=#008EAD><style=ObjectiveBlue>厕纸</style></nobr>。别问我们是怎么追踪库存的。","<size=1.5em><b>{1}</b></size>

화려하진 않지만, 사기는 존엄에 달려 있다. 도심 근처 창고에 아직 남아 있을지 모른다.

<b>목표:</b>
<nobr><sprite=30 color=#008EAD><style=ObjectiveBlue>화장지</style></nobr>를 찾아라. 재고 추적 방법은 묻지 마라."
236099874798288896,mutator_enemydamage,{0} Enemy Damage,{0}敌人伤害,{0} 적 피해량
236099874831843328,mutator_enemyhealth,{0} Enemy HP,{0}敌人生命值,{0} 적 체력
236099874831843329,mutator_threattimerspeed,{0} Threat meter speed,{0}威胁计量度速度,{0} 위협 게이지 속도
236099874831843330,mutator_shopprice,{0} Shop prices,{0}商店价格,{0} 상점 가격
236099874831843331,mutator_medkithealreduction,{0} HP from Medpacks,{0}医疗包治愈生命值,{0} 의료 키트 회복량
237410365557235712,dlc_supporter,Supporter,支持者,서포터
237808303282380800,weapon_type_starter,Starter,新手伴侣,스타터
237808303320129536,side objective_mission_freethenerds,<sprite=35 color=#008EAD> <style=ObjectiveBlue>Researchers</style> freed,<sprite=35 color=#008EAD> <style=ObjectiveBlue>研究员</style>已解放,<sprite=35 color=#008EAD> <style=ObjectiveBlue>연구원</style> 구출
237808303320129537,side objective_mission_recoverthedrone,<sprite=37 color=#008EAD> <style=ObjectiveBlue>Footage</style> retrieved,<sprite=37 color=#008EAD> <style=ObjectiveBlue>影像</style>已回收,<sprite=37 color=#008EAD> <style=ObjectiveBlue>영상</style> 회수
237808303320129538,side objective_mission_tastetesters,<sprite=39 color=#008EAD> <style=ObjectiveBlue>Samples</style> collected,<sprite=39 color=#008EAD> <style=ObjectiveBlue>样本</style>已收集,<sprite=39 color=#008EAD> <style=ObjectiveBlue>샘플</style> 수집
237808303320129539,side objective_mission_securitysweep,<sprite=32 color=#008EAD> <style=ObjectiveBlue>Footage</style> retrieved,<sprite=32 color=#008EAD> <style=ObjectiveBlue>片段</style>已取回,<sprite=32 color=#008EAD> <style=ObjectiveBlue>영상</style> 회수
237808303320129540,side objective_mission_snapshotincident,<sprite=24 color=#008EAD> <style=ObjectiveBlue>Cameras</style> placed,<sprite=24 color=#008EAD> <style=ObjectiveBlue>相机</style>已放置,<sprite=24 color=#008EAD> <style=ObjectiveBlue>카메라</style> 설치
237808303324323840,name_side objective_mission_securitysweep,Security Sweep,安全扫描,보안 점검
237808303324323841,description_side objective_mission_securitysweep,"<size=1.5em><b>{1}</b></size>

Old surveillance cameras were recording before the area went dark. Dr. Lumen believes the footage might give clues as to what happened.

<b>Objective:</b> 
Find the Terminals and retrieve the <nobr><sprite=32 color=#008EAD> <style=ObjectiveBlue>Footage</style></nobr>.","<size=1.5em><b>{1}</b></size>

一些陈旧的监控摄像头记录下了此区域黑化的过程。卢蒙医生认为摄像头里的录像可能会提供线索，告诉我们发生了什么。

<b>目标：</b> 
找到终端并回收<nobr><sprite=32 color=#008EAD> <style=ObjectiveBlue>影像</style></nobr>。","<size=1.5em><b>{1}</b></size>

오래된 감시 카메라가 해당 지역이 어둠에 빠지기 전 녹화를 하고 있었다. 루멘 박사는 그 영상이 무슨 일이 있었는지 단서를 줄 것이라 믿는다.

<b>목표:</b> 
단말기를 찾아 <nobr><sprite=32 color=#008EAD> <style=ObjectiveBlue>영상</style></nobr>을 회수하라."
237808303324323842,name_side objective_mission_freethenerds,Free the Nerds,解救做题家,연구원 구출
237808303324323843,description_side objective_mission_freethenerds,"<size=1.5em><b>{1}</b></size>

The lab was overtaken weeks ago. The researchers are still alive... barely. They never noticed. 

<b>Objective:</b> 
Get the <nobr><sprite=35 color=#008EAD> <style=ObjectiveBlue>Researchers</style></nobr> out. Convince them to stop arguing about fungi long enough to move.","<size=1.5em><b>{1}</b></size>

几周前实验室被占领了。不过研究员还活着……也难说。他们从来没有注意过危险的来临。

<b>目标：</b>
找到<nobr><sprite=35 color=#008EAD><style=ObjectiveBlue>研究员</style></nobr>，然后带他们出去。让他们不要再争论关于真菌的问题了。","<size=1.5em><b>{1}</b></size>

몇 주 전 연구소가 점령당했다. 연구원들은 아직 살아 있다... 간신히. 그들은 전혀 눈치채지 못했다.

<b>목표:</b>
<nobr><sprite=35 color=#008EAD><style=ObjectiveBlue>연구원</style></nobr>을 데리고 나와라. 곰팡이에 대한 논쟁을 멈추고 움직이도록 설득하라."
237808303324323844,name_side objective_mission_recoverthedrone,Recover the Drone,拯救小飞棍,드론 복구
237808303324323845,description_side objective_mission_recoverthedrone,"<size=1.5em><b>{1}</b></size>

A scout drone was shot down by a group of extraordinarily protective spitters. It might have captured the first aerial footage of a new mutant type.

<b>Objective:</b> 
Find the drone and retrieve the <nobr><sprite=37 color=#008EAD> <style=ObjectiveBlue>Footage</style></nobr>.","<size=1.5em><b>{1}</b></size>

一架侦察无人机被一群保护欲极强的喷吐怪击落了。它似乎首次拍下了新的变异体的航拍影像。

<b>目标：</b> 
找到无人机并回收<nobr><sprite=37 color=#008EAD><style=ObjectiveBlue>影像</style></nobr>。","<size=1.5em><b>{1}</b></size>

정찰 드론이 극도로 방어적인 스피터 무리에게 격추됐다. 새로운 변이체의 첫 항공 영상을 포착했을 수 있다.

<b>목표:</b> 
드론을 찾아 <nobr><sprite=37 color=#008EAD><style=ObjectiveBlue>영상</style></nobr>을 회수하라."
237808303324323846,name_side objective_mission_tastetesters,Taste Testers,尝尝咸淡,맛 감별사
237808303324323847,description_side objective_mission_tastetesters,"<size=1.5em><b>{1}</b></size>

Dr. Lumen spiked local carrion with experimental compounds to “study metabolization curves.” Now she wants blood samples from anything that’s been feeding on it.

<b>Objective:</b> 
Find and eliminate the dosed Targets. Then collect the <nobr><sprite=39 color=#008EAD> <style=ObjectiveBlue>Samples</style></nobr> before turning to the control group.","<size=1.5em><b>{1}</b></size>

卢蒙医生在一些腐肉中加入了实验化合物，以“研究代谢曲线”。她想要所有以它为食的生物的血样。

<b>目标：</b> 
找到并消灭被投药的目标。然后在她转到对照组之前收集<nobr><sprite=39 color=#008EAD><style=ObjectiveBlue>样本</style></nobr>。","<size=1.5em><b>{1}</b></size>

루멘 박사가 ""대사 곡선 연구""를 위해 부패물에 실험 화합물을 주입했다. 이제 그것을 먹은 모든 생물의 혈액 샘플을 원한다.

<b>목표:</b> 
투약된 대상을 찾아 제거하라. 그런 다음 대조군으로 넘어가기 전에 <nobr><sprite=39 color=#008EAD><style=ObjectiveBlue>샘플</style></nobr>을 수집하라."
237808303324323848,name_side objective_mission_snapshotincident,Snapshot Incident,快照事件,스냅샷 사건
237808303324323849,description_side objective_mission_snapshotincident,"<size=1.5em><b>{1}</b></size>

A strange crevice surrounded by husks appeared overnight. Dr. Lumen wants photos from different angles.

<b>Objective:</b> 
Find the crevice and place <nobr><sprite=28 color=#008EAD> <style=ObjectiveBlue>Cameras</style></nobr> around it.","<size=1.5em><b>{1}</b></size>

突然出现了一个披着外壳的奇怪裂缝。卢蒙医生想要从不同角度拍摄照片。

<b>目标：</b>
找到裂缝并在它周围放置<nobr><sprite=28 color=#008EAD><style=ObjectiveBlue>相机</style></nobr>。","<size=1.5em><b>{1}</b></size>

껍질에 둘러싸인 이상한 균열이 하룻밤 새 나타났다. 루멘 박사가 다양한 각도에서 사진을 원한다.

<b>목표:</b>
균열을 찾아 주위에 <nobr><sprite=28 color=#008EAD><style=ObjectiveBlue>카메라</style></nobr>를 설치하라."
237808303324323850,name_side objective_mission_syringedive,Syringe Dive,深水潜兵,주사기 다이브
237808303324323851,description_side objective_mission_syringedive,"<size=1.5em><b>{1}</b></size>

Dr. Lumen wants you to get up close and personal with a mutant nest and extract goop. She claims it’s for “comparative genome mapping,” but she also tried to ferment it last week.

<b>Objective:</b> 
Extract fluid <nobr><sprite=28 color=#008EAD> <style=ObjectiveBlue>Samples</style></nobr> from deep within the nest. Hope it’s still “just” goo.","<size=1.5em><b>{1}</b></size>

卢蒙医生想让你近距离接触一个变异体的巢穴以提取粘液。她说这是为了制作“比较基因组图谱”，但她上周也试图发酵这种粘液。

<b>目标：</b>
深入巢穴，提取液体<nobr><sprite=28 color=#008EAD><style=ObjectiveBlue>样本</style></nobr>。希望这东西还只是黏黏的。","<size=1.5em><b>{1}</b></size>

루멘 박사가 변이체 둥지에 접근하여 점액을 채취하길 원한다. ""비교 유전체 매핑""을 위한 것이라고 하지만, 지난주에 발효시키려 하기도 했다.

<b>목표:</b>
둥지 깊숙이에서 체액 <nobr><sprite=28 color=#008EAD><style=ObjectiveBlue>샘플</style></nobr>을 채취하라. 그냥 끈적한 것이길 바란다."
237822218745733120,side objective_mission_syringedive,<sprite=24 color=#008EAD> <style=ObjectiveBlue>Fluid</style> extracted,<sprite=24 color=#008EAD> <style=ObjectiveBlue>液体</style>已提取,<sprite=24 color=#008EAD> <style=ObjectiveBlue>체액</style> 채취
237830135943323648,side objective_mission_waterwoes,<sprite=34 color=#008EAD> <style=ObjectiveBlue>Water Filter</style> recovered,<sprite=34 color=#008EAD> <style=ObjectiveBlue>过滤系统</style>已恢复,<sprite=34 color=#008EAD> <style=ObjectiveBlue>정수 필터</style> 회수
237830135943323649,side objective_mission_decoyconvoy,<sprite=24 color=#008EAD> <style=ObjectiveBlue>Truck</style> escorted,<sprite=24 color=#008EAD> <style=ObjectiveBlue>卡车</style>已护送,<sprite=24 color=#008EAD> <style=ObjectiveBlue>트럭</style> 호위
237830135943323650,side objective_mission_emptytheline,<sprite=24 color=#008EAD> <style=ObjectiveBlue>Catch</style> retrieved,<sprite=24 color=#008EAD> <style=ObjectiveBlue>猎物</style>已取回,<sprite=24 color=#008EAD> <style=ObjectiveBlue>어획물</style> 회수
237830135943323651,side objective_mission_snackattack,<sprite=24 color=#008EAD> <style=ObjectiveBlue>Snacks</style> collected,<sprite=24 color=#008EAD> <style=ObjectiveBlue>小吃</style>已收集,<sprite=24 color=#008EAD> <style=ObjectiveBlue>간식</style> 수집
237830135943323652,name_side objective_mission_waterwoes,Water Woes,停水危机,단수 위기
237830135943323653,description_side objective_mission_waterwoes,"<size=1.5em><b>{1}</b></size>

The filtration system in the settlement's beloved hot tub is toast! It's quickly becoming a level 4 biohazard. Still, nobody is willing to get out of it.

<b>Objective:</b> 
Scavenge a <nobr><sprite=34 color=#008EAD> <style=ObjectiveBlue>Water Filter</style></nobr> from the abandoned bunker in the forest. Preferably without becoming part of the new ecosystem.","<size=1.5em><b>{1}</b></size>

居民们最喜欢的热浴盆里的过滤系统坏了！很快事态就会变成4级生物危害。然而，没人愿意钻出舒适的澡盆。

<b>目标：</b> 
从森林里的废弃堡垒中找到<nobr><sprite=34 color=#008EAD> <style=ObjectiveBlue>滤水器</style></nobr>。希望你不要降解到大自然中。","<size=1.5em><b>{1}</b></size>

정착지에서 사랑받는 온수 욕조의 정수 시스템이 토스트가 됐다! 금세 4등급 생물학적 위험이 될 것이다. 하지만 아무도 나오려 하지 않는다.

<b>목표:</b> 
숲속의 폐벙커에서 <nobr><sprite=34 color=#008EAD> <style=ObjectiveBlue>정수 필터</style></nobr>를 찾아라. 새 생태계의 일부가 되지 않길 바란다."
237830135943323654,name_side objective_mission_decoyconvoy,Decoy Convoy,李代桃僵,미끼 호송대
237830135943323655,description_side objective_mission_decoyconvoy,"<size=1.5em><b>{1}</b></size>

The Whitlocks have set up a farmer's market just outside our perimeter - trading preserves, pickles, and what they claim is ""award-winning"" jam. Problem is, a large mutant horde caught the scent.

<b>Objective:</b> 
Escort the <nobr><sprite=28 color=#008EAD> <style=ObjectiveBlue>Distraction Truck</style></nobr>, and lure the horde into the designated kill-zone.","<size=1.5em><b>{1}</b></size>

惠特洛克一家在我们家附近开了一个农贸市场，出售蜜饯、泡菜和他们所谓的“金奖级”果酱。然而，一大群变异体闻着味就来了。

<b>目标：</b>
护送<nobr><sprite=28 color=#008EAD> <style=ObjectiveBlue>假目标卡车</style></nobr>，引诱敌群进入指定的杀伤区。","<size=1.5em><b>{1}</b></size>

휘틀록 일가가 경계 바로 밖에 농산물 시장을 열었다—절임, 피클, 그리고 ""수상 경력 있는"" 잼을 판다고 한다. 문제는 변이체 무리가 냄새를 맡았다는 것이다.

<b>목표:</b>
<nobr><sprite=28 color=#008EAD> <style=ObjectiveBlue>미끼 트럭</style></nobr>을 호위하여 적 무리를 지정된 킬존으로 유인하라."
237830135943323656,name_side objective_mission_emptythelines,Empty the Lines,收获季节,수확의 계절
237830135943323657,description_side objective_mission_emptythelines,"<size=1.5em><b>{1}</b></size>

We set up these fishing lines and nets weeks ago. Finally time to check the haul, assuming nothing already claimed it… or mutated in the net.

<b>Objective:</b> 
Retrieve the <nobr><sprite=28 color=#008EAD> <style=ObjectiveBlue>Catch</style></nobr>. Preferably the kind that doesn’t bite back.","<size=1.5em><b>{1}</b></size>

几个星期前我们把这些鱼线和渔网装好了。现在终于到了检查渔网的时候了，希望没有人会去收鱼……或是捞上来了变异体。

<b>目标：</b>
回收<nobr><sprite=28 color=#008EAD> <style=ObjectiveBlue>猎物</style></nobr>，希望它们不会咬人。","<size=1.5em><b>{1}</b></size>

몇 주 전에 낚싯줄과 그물을 설치했다. 마침내 수확물을 확인할 시간이다. 누군가 먼저 가져가지 않았거나... 그물 안에서 변이하지 않았다면.

<b>목표:</b>
<nobr><sprite=28 color=#008EAD> <style=ObjectiveBlue>어획물</style></nobr>을 회수하라. 물어뜯지 않는 종류였으면 좋겠다."
237830135943323658,name_side objective_mission_snackattack,Snack Attack,整点零食,과자 전쟁
237830135943323659,description_side objective_mission_snackattack,"<size=1.5em><b>{1}</b></size>

It’s not critical... but the settlement is about to riot over the lack of anything crunchy. There's a vending machine in the mall that might still have loot inside - if you can survive the snack guardians.

<b>Objective:</b> 
Scavenge the arcade for coins and plunder the <nobr><sprite=28 color=#008EAD> <style=ObjectiveBlue>Vending Machine</style></nobr>. Dignity optional.","<size=1.5em><b>{1}</b></size>

其实不算什么大事……但是定居点缺乏松脆的食物，人们即将发生骚乱。商场里有一台自动售货机，里面可能还有战利品——如果你能躲过零食守卫的话。

<b>目标：</b>
清理出街机的硬币，搜刮<nobr><sprite=28 color=#008EAD> <style=ObjectiveBlue>自动售货机</style></nobr>。在零食面前，尊严可以放一放。","<size=1.5em><b>{1}</b></size>

긴급하진 않지만... 바삭한 게 없어서 정착지가 폭동 직전이다. 쇼핑몰의 자판기에 아직 무언가 남아 있을 수 있다—간식 수호자를 이겨낼 수 있다면.

<b>목표:</b>
오락실에서 동전을 찾아 <nobr><sprite=28 color=#008EAD> <style=ObjectiveBlue>자판기</style></nobr>를 털어라. 체면은 선택 사항이다."
237832536851013632,side objective_mission_lightsout,<sprite=24 color=#008EAD> <style=ObjectiveBlue>Billboard</style> destroyed,<sprite=24 color=#008EAD> <style=ObjectiveBlue>广告牌</style>已摧毁,<sprite=24 color=#008EAD> <style=ObjectiveBlue>광고판</style> 파괴
237832536851013633,side objective_mission_tunnelvision,<sprite=24 color=#008EAD> <style=ObjectiveBlue>Tunnel</style> blown up,<sprite=24 color=#008EAD> <style=ObjectiveBlue>隧道</style>已炸毁,<sprite=24 color=#008EAD> <style=ObjectiveBlue>터널</style> 폭파
237832536851013634,side objective_mission_fortifytheline,<sprite=24 color=#008EAD> <style=ObjectiveBlue>Sentries</style> deployed,<sprite=24 color=#008EAD> <style=ObjectiveBlue>哨戒炮</style>已安置,<sprite=24 color=#008EAD> <style=ObjectiveBlue>경비 포탑</style> 배치
237832536851013635,name_side objective_mission_lightsout,Lights Out,熄灯时间,잘 자, 영원히
237832536851013636,description_side objective_mission_lightsout,"<size=1.5em><b>{1}</b></size>

A giant Brick Baxter LED billboard cycling between questionable baked bean facts and spiritual affirmations is drawing mutants like moths.

<b>Objective:</b> 
Cut the power and blow up the <nobr><sprite=28 color=#008EAD> <style=ObjectiveBlue>Billboard</style></nobr>. ","<size=1.5em><b>{1}</b></size>

一块巨大的布里克·巴克斯特的LED广告牌在循环播放片段，内容是对烤豆子的一些事实的争论。这吸引来了饥饿的变异体。

<b>目标：</b>
切断电源，毁掉<nobr><sprite=28 color=#008EAD> <style=ObjectiveBlue>广告牌</style></nobr>。 ","<size=1.5em><b>{1}</b></size>

브릭 백스터의 거대 LED 광고판이 수상한 구운 콩 사실과 정신적 격려를 반복 재생하며 나방처럼 변이체를 끌어들이고 있다.

<b>목표:</b>
전원을 끊고 <nobr><sprite=28 color=#008EAD> <style=ObjectiveBlue>광고판</style></nobr>을 파괴하라. "
237832536851013637,name_side objective_mission_tunnelvision,Tunnel Vision,隧道视角,앞만 보면 죽는다
237832536851013638,description_side objective_mission_tunnelvision,"<size=1.5em><b>{1}</b></size>

Mutants are pouring in through a derelict subway line we thought was collapsed. It wasn’t. Now it’s an underground on-ramp straight into the backyard.

<b>Objective:</b> 
Escort “Benny” deep into the <nobr><sprite=28 color=#008EAD> <style=ObjectiveBlue>Tunnel</style></nobr>, and blow it up to seal the route.","<size=1.5em><b>{1}</b></size>

一条我们以为已经倒塌的废弃地铁线正不断涌出变异体。不能再等下去了，一定要出重拳。它如今成了一个地下入口，直接通往后院。

<b>行动目标：</b>
护送“本尼”前往<nobr><sprite=28 color=#008EAD> <style=ObjectiveBlue>隧道</style></nobr>，然后将其炸毁，封锁这条路径。","<size=1.5em><b>{1}</b></size>

무너진 줄 알았던 폐지하철 노선으로 변이체가 쏟아져 들어오고 있다. 그 지하 통로가 뒷마당으로 바로 통하는 진입로가 되어버렸다.

<b>행동 목표:</b>
""베니""를 <nobr><sprite=28 color=#008EAD> <style=ObjectiveBlue>터널</style></nobr> 깊숙이 호위한 후 폭파하여 경로를 차단하라."
237832536851013639,name_side objective_mission_fortifytheline,Fortify The Line,大鬼当家,방어선 구축
237832536851013640,description_side objective_mission_fortifytheline,"<size=1.5em><b>{1}</b></size>

We're getting reports about abnormal mutant activity close to the north fence. It's up to you to place and power a new experimental set of sentry units made of scavenged parts from a set of Christmas animatronics with ""questionable"" programming found at the junk-yard.

<b>Objective:</b> 
Deploy the <nobr><sprite=28 color=#008EAD> <style=ObjectiveBlue>Sentries</style></nobr>, calibrate their targeting, and hope the sleigh bells only ring for mutants.","<size=1.5em><b>{1}</b></size>

我们收到报告，在北栅栏附近有异常的变异体活动。现在由你来设置和驱动一套新的实验性哨戒单元，这些哨戒单元由一组圣诞电子动画的零件组成，这些零件是在垃圾场找到的，内置的程序不太可靠。

<b>目标：</b>
放置<nobr><sprite=28 color=#008EAD> <style=ObjectiveBlue>哨戒炮</style></nobr>。校准目标，祈祷变异体的铃儿会响叮当。","<size=1.5em><b>{1}</b></size>

북쪽 울타리 근처에서 비정상적인 변이체 활동이 보고되었다. 폐기장에서 찾은 크리스마스 애니마트로닉스 부품으로 만든 실험적 경비 장치를 배치하고 가동하는 것은 당신 몫이다.

<b>목표:</b>
<nobr><sprite=28 color=#008EAD> <style=ObjectiveBlue>경비 포탑</style></nobr>을 배치하고 조준을 교정하라. 방울 소리가 변이체에게만 울리길 기도하자."
237835818881310720,side objective_mission_rescuedrop,<sprite=38 color=#008EAD> <style=ObjectiveBlue>Cosplayers</style> freed,<sprite=38 color=#008EAD> <style=ObjectiveBlue>扮装者</style>已解放,<sprite=38 color=#008EAD> <style=ObjectiveBlue>코스플레이어</style> 구출
